PART_name,Tier,Category,SSS Category,Resource-1,Resource-2,Resource-3,
bluedog_AgenaD_FairingBase_LunarOrbiter,4,Payload,construction,,,,"@PART[bluedog_AgenaD_FairingBase_LunarOrbiter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_AgenaD_FairingBase_LunarOrbiterSAF,4,Payload,construction,ElectricCharge:80,,,"@PART[bluedog_AgenaD_FairingBase_LunarOrbiterSAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_AIMP_SolidDecoupler,4,Coupling,construction,,,,"@PART[bluedog_AIMP_SolidDecoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Atlas_BoosterSkirt,4,Coupling,construction,,,,"@PART[bluedog_Atlas_BoosterSkirt]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Atlas_Decoupler1875m,4,Coupling,construction,,,,"@PART[bluedog_Atlas_Decoupler1875m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Atlas_FairingBase,4,Payload,construction,ElectricCharge:0,,,"@PART[bluedog_Atlas_FairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Carrack_AgenaAdapter,4,Coupling,construction,,,,"@PART[bluedog_Carrack_AgenaAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Carrack_StraightAdapter,4,Coupling,construction,ElectricCharge:0,,,"@PART[bluedog_Carrack_StraightAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Carrack_StraightAdapter_SAF,4,Coupling,construction,,,,"@PART[bluedog_Carrack_StraightAdapter_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Carrack_WideAdapter,4,Coupling,construction,,,,"@PART[bluedog_Carrack_WideAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Castor_RadialDecoupler,4,Coupling,construction,MonoPropellant:3_6,SolidFuel:3,,"@PART[bluedog_Castor_RadialDecoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Decoupler_1p875m,4,Coupling,construction,,,,"@PART[bluedog_Decoupler_1p875m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Delta2_dpaf_base,4,Structural,construction,SolidFuel:1080,,,"@PART[bluedog_Delta2_dpaf_base]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Delta2_dpaf_top,4,Coupling,construction,,,,"@PART[bluedog_Delta2_dpaf_top]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_FairingBase_1p875m,4,Payload,construction,,,,"@PART[bluedog_FairingBase_1p875m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Minotaur_Interstage,4,Coupling,construction,ElectricCharge:200,MonoPropellant:300,,"@PART[bluedog_Minotaur_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Nimbus_Decoupler,4,Coupling,construction,ElectricCharge:100,SolidFuel:0_2,,"@PART[bluedog_Nimbus_Decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Nimbus_InstrumentTorus,4,Structural,construction,,,,"@PART[bluedog_Nimbus_InstrumentTorus]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Nimbus_PayloadDeck,4,Structural,construction,MonoPropellant:90,,,"@PART[bluedog_Nimbus_PayloadDeck]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Nimbus_Truss,4,Structural,construction,ElectricCharge:60,MonoPropellant:20,LeadBallast:881,"@PART[bluedog_Nimbus_Truss]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Ranger_Block2_RetroDecoupler,4,Coupling,construction,MonoPropellant:80,,,"@PART[bluedog_Ranger_Block2_RetroDecoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Ranger_Decoupler,4,Coupling,construction,,,,"@PART[bluedog_Ranger_Decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Ranger_PayloadDeck,4,Structural,construction,Ablator:450,,,"@PART[bluedog_Ranger_PayloadDeck]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Titan1_S1_EngineShroud,4,Structural,construction,ElectricCharge:60,MonoPropellant:6,,"@PART[bluedog_Titan1_S1_EngineShroud]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Titan1_StructuralAdapter,4,Structural,construction,,,,"@PART[bluedog_Titan1_StructuralAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
bluedog_Transit4A_Decoupler,4,Coupling,construction,Ablator:800,,,"@PART[bluedog_Transit4A_Decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction4

}"
BDB_FASAUmbilicalTower,5,Structural,construction,,,,"@PART[BDB_FASAUmbilicalTower]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Agena_EquipmentRack,5,Control,construction,,,,"@PART[bluedog_Agena_EquipmentRack]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Agena_MultiPayloadAdapter,5,Coupling,construction,,,,"@PART[bluedog_Agena_MultiPayloadAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Agena_SLV3B_Fairing_SAF,5,Coupling,construction,SolidFuel:3_0,,,"@PART[bluedog_Agena_SLV3B_Fairing_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Agena_SLV3B_FairingBase,5,Coupling,construction,ElectricCharge:0,,,"@PART[bluedog_Agena_SLV3B_FairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Agena_SLV3B_Interstage,5,Coupling,construction,ElectricCharge:250,,,"@PART[bluedog_Agena_SLV3B_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Agena_Titan33B_adapterFairingBase,5,Payload,construction,,,,"@PART[bluedog_Agena_Titan33B_adapterFairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Atlas_Decoupler25m,5,Coupling,construction,ElectricCharge:0,,,"@PART[bluedog_Atlas_Decoupler25m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_CELV_BoosterSkirt,5,Coupling,construction,,,,"@PART[bluedog_CELV_BoosterSkirt]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_CELV_Fin,5,Aero,construction,,,,"@PART[bluedog_CELV_Fin]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Centaur_MPF_FairingBase,5,Payload,construction,,,,"@PART[bluedog_Centaur_MPF_FairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Centaur_MPF_FairingBase_SAF,5,Payload,construction,,,,"@PART[bluedog_Centaur_MPF_FairingBase_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_centaur1875mAdapterFairing,5,Coupling,construction,,,,"@PART[bluedog_centaur1875mAdapterFairing]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_centaur25mAdapterFairing,5,none,construction,,,,"@PART[bluedog_centaur25mAdapterFairing]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_CentaurD_EngineMount,5,Structural,construction,,,,"@PART[bluedog_CentaurD_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Delta_Interstage,5,Coupling,construction,,,,"@PART[bluedog_Delta_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Delta_Miniskirt_1p5m,5,Payload,construction,SolidFuel:8,,,"@PART[bluedog_Delta_Miniskirt_1p5m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Delta_Miniskirt_1p875m,5,Payload,construction,,,,"@PART[bluedog_Delta_Miniskirt_1p875m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Delta_Miniskirt_1p875m_SAF,5,Payload,construction,,,,"@PART[bluedog_Delta_Miniskirt_1p875m_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Delta2_1875_adapter_fairingBase_SAF,5,Payload,construction,,,,"@PART[bluedog_Delta2_1875_adapter_fairingBase_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_HOSS_EngineMount,5,Structural,construction,,,,"@PART[bluedog_HOSS_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Keyhole_DualAdapter,5,Coupling,construction,,,,"@PART[bluedog_Keyhole_DualAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Mercury_Decoupler,5,Coupling,construction,,,,"@PART[bluedog_Mercury_Decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Mercury_Interstage,5,Coupling,construction,,,,"@PART[bluedog_Mercury_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_OAO_spacecraftAdapter,5,Coupling,construction,,,,"@PART[bluedog_OAO_spacecraftAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_OAO3_serviceModule,5,Utility,construction,ElectricCharge:75,MonoPropellant:15,,"@PART[bluedog_OAO3_serviceModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_OGO_Adapter,5,Coupling,construction,,,,"@PART[bluedog_OGO_Adapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Ranger_Lander_Truss,5,Structural,construction,Ablator:288,,,"@PART[bluedog_Ranger_Lander_Truss]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_SOLTAN_NoseCone,5,Aero,construction,,,,"@PART[bluedog_SOLTAN_NoseCone]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Titan2_S2_1p25mAdapter,5,Structural,construction,,,,"@PART[bluedog_Titan2_S2_1p25mAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Titan2_S2_1p5mAdapter,5,Structural,construction,,,,"@PART[bluedog_Titan2_S2_1p5mAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Titan2_S2_EngineDecoupler,5,Coupling,construction,,,,"@PART[bluedog_Titan2_S2_EngineDecoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Titan2_S2_GeminiDecoupler,5,Coupling,construction,,,,"@PART[bluedog_Titan2_S2_GeminiDecoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Titan2_S2_NoseCone,5,Aero,construction,,,,"@PART[bluedog_Titan2_S2_NoseCone]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Titan2_S2_RetroMotor,5,Engine,construction,,,,"@PART[bluedog_Titan2_S2_RetroMotor]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Transit5_Fins,5,Coupling,construction,,,,"@PART[bluedog_Transit5_Fins]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Transit5_SOOS_Cage,5,Coupling,construction,ElectricCharge:200,MonoPropellant:600,,"@PART[bluedog_Transit5_SOOS_Cage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Vega_EngineMount,5,Structural,construction,,,,"@PART[bluedog_Vega_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
bluedog_Vega_ThirdStage_Adapter,5,Coupling,construction,,,,"@PART[bluedog_Vega_ThirdStage_Adapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction5

}"
BDB_FASAlaunchTower,6,Structural,construction,,,,"@PART[BDB_FASAlaunchTower]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Agena_POPPY_fairingBase_SAF,6,Payload,construction,,,,"@PART[bluedog_Agena_POPPY_fairingBase_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_DCSS_2p5mFairing,6,Payload,construction,,,,"@PART[bluedog_DCSS_2p5mFairing]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_DCSS_2p5mFairing_SAF,6,Payload,construction,ElectricCharge:50,MonoPropellant:5,,"@PART[bluedog_DCSS_2p5mFairing_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_DCSS_Interstage,6,Coupling,construction,,,,"@PART[bluedog_DCSS_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_DCSS_PayloadAdapter_0p9375m,6,Structural,construction,,,,"@PART[bluedog_DCSS_PayloadAdapter_0p9375m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_DCSS_PayloadAdapter_1p875m,6,Structural,construction,,,,"@PART[bluedog_DCSS_PayloadAdapter_1p875m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_DCSS_PayloadAdapter_2p5m,6,Structural,construction,,,,"@PART[bluedog_DCSS_PayloadAdapter_2p5m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_DCSS_StructAdapter,6,Structural,construction,,,,"@PART[bluedog_DCSS_StructAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Decoupler_3p125m,6,Coupling,construction,,,,"@PART[bluedog_Decoupler_3p125m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Delta_DoubleBarrelAdapter,6,Coupling,construction,,,,"@PART[bluedog_Delta_DoubleBarrelAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_FairingBase_3p125m,6,Payload,construction,,,,"@PART[bluedog_FairingBase_3p125m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_FairingBase_3p125m_SAF,6,Payload,construction,,,,"@PART[bluedog_FairingBase_3p125m_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_GATV_DockingPort,6,Coupling,construction,,,,"@PART[bluedog_GATV_DockingPort]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_GATV_NoseCone,6,Coupling,construction,ElectricCharge:30,,,"@PART[bluedog_GATV_NoseCone]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_gemini_cap,6,Aero,construction,,,,"@PART[bluedog_gemini_cap]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Gemini_Decoupler_1p5m,6,Coupling,construction,,,,"@PART[bluedog_Gemini_Decoupler_1p5m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Gemini_Decoupler_1p875m,6,Coupling,construction,ElectricCharge:100,,,"@PART[bluedog_Gemini_Decoupler_1p875m]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Gemini_DockingPort,6,Coupling,construction,MonoPropellant:15,,,"@PART[bluedog_Gemini_DockingPort]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Gemini_Port_A,6,none,construction,,,,"@PART[bluedog_Gemini_Port_A]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Gemini_RetroModule,6,Coupling,construction,,,,"@PART[bluedog_Gemini_RetroModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Keyhole_RVAdapter,6,Coupling,construction,,,,"@PART[bluedog_Keyhole_RVAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_1p875mAdapter,6,Structural,construction,ElectricCharge:200,,,"@PART[bluedog_LDC_1p875mAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_2p5mAdapter,6,Structural,construction,,,,"@PART[bluedog_LDC_2p5mAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_375mAdapter,6,Structural,construction,,,,"@PART[bluedog_LDC_375mAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_3p5mFairingBase,6,Payload,construction,,,,"@PART[bluedog_LDC_3p5mFairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_NoseCone,6,Aero,construction,,,,"@PART[bluedog_LDC_NoseCone]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_S1_EngineMount,6,Structural,construction,,,,"@PART[bluedog_LDC_S1_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_S2_EngineMount,6,Structural,construction,,,,"@PART[bluedog_LDC_S2_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_S2_Interstage,6,Coupling,construction,,,,"@PART[bluedog_LDC_S2_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_LDC_S2_ShortInterstage,6,Coupling,construction,ElectricCharge:80,,,"@PART[bluedog_LDC_S2_ShortInterstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3_CommercialDPAF_SAF,6,Payload,construction,,,,"@PART[bluedog_Titan3_CommercialDPAF_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3_CommercialPLF,6,Payload,construction,,,,"@PART[bluedog_Titan3_CommercialPLF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3_CommercialPLF_SAF,6,Payload,construction,,,,"@PART[bluedog_Titan3_CommercialPLF_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3_S1_EngineShroud,6,Structural,construction,,,,"@PART[bluedog_Titan3_S1_EngineShroud]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3B_Interstage,6,Coupling,construction,,,,"@PART[bluedog_Titan3B_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3C_StandardFairing_SAF,6,Payload,construction,,,,"@PART[bluedog_Titan3C_StandardFairing_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3E_PLF,6,Payload,construction,,,,"@PART[bluedog_Titan3E_PLF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Titan3E_PLF_SAF,6,Payload,construction,,,,"@PART[bluedog_Titan3E_PLF_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction6

}"
bluedog_Agena_SOT_SupportSkirt,7,Payload,construction,ElectricCharge:200,,,"@PART[bluedog_Agena_SOT_SupportSkirt]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Agena_SOT_SupportSkirt_SAF,7,Payload,construction,,,,"@PART[bluedog_Agena_SOT_SupportSkirt_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_BigG_Decoupler,7,Coupling,construction,MonoPropellant:15,,,"@PART[bluedog_BigG_Decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_CentaurV_EngineMount,7,Structural,construction,,,,"@PART[bluedog_CentaurV_EngineMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Gemini_InflatableAirlock,7,Utility,construction,,,,"@PART[bluedog_Gemini_InflatableAirlock]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Gemini_Lander_LowProfilePort,7,Coupling,construction,,,,"@PART[bluedog_Gemini_Lander_LowProfilePort]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Gemini_NoseFairing,7,Aero,construction,,,,"@PART[bluedog_Gemini_NoseFairing]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Gemini_RadialAttachPoint,7,Structural,construction,,,,"@PART[bluedog_Gemini_RadialAttachPoint]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_GeminiB_AdapterModule,7,Propulsion,construction,,,,"@PART[bluedog_GeminiB_AdapterModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_GeminiB_RetroModule,7,Coupling,construction,,,,"@PART[bluedog_GeminiB_RetroModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_GeminiFerry_DockingAdapter,7,Structural,construction,ElectricCharge:0,,,"@PART[bluedog_GeminiFerry_DockingAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Hexagon_AdapterSegment,7,Coupling,construction,SolidFuel:759,,,"@PART[bluedog_Hexagon_AdapterSegment]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Hexagon_FairingBase,7,Payload,construction,SolidFuel:1063,,,"@PART[bluedog_Hexagon_FairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Hexagon_FairingBase_SAF,7,Payload,construction,,,,"@PART[bluedog_Hexagon_FairingBase_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Hexagon_LaunchAdapter,7,Coupling,construction,,,,"@PART[bluedog_Hexagon_LaunchAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Hexagon_TrussSegment,7,Coupling,construction,,,,"@PART[bluedog_Hexagon_TrussSegment]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_IDCSP_Truss,7,Structural,construction,,,,"@PART[bluedog_IDCSP_Truss]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_IUS_Interstage,7,Coupling,construction,,,,"@PART[bluedog_IUS_Interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_mariner10_decoupler,7,Coupling,construction,ElectricCharge:150,MonoPropellant:30,,"@PART[bluedog_mariner10_decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_mariner10_SciencePallet,7,Structural,construction,,,,"@PART[bluedog_mariner10_SciencePallet]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Saturn_25mFairingBase,7,Payload,construction,,,,"@PART[bluedog_Saturn_25mFairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Saturn_3125mFairingBase,7,Payload,construction,ElectricCharge:40,,,"@PART[bluedog_Saturn_3125mFairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Shuguang_Nose,7,Aero,construction,,,,"@PART[bluedog_Shuguang_Nose]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Shuguang_RetroModule,7,Coupling,construction,,,,"@PART[bluedog_Shuguang_RetroModule]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Strawman_Bus_SAF,7,Payload,construction,,,,"@PART[bluedog_Strawman_Bus_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Titan4_PLF,7,Payload,construction,,,,"@PART[bluedog_Titan4_PLF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
bluedog_Titan4_PLF_SAF,7,Payload,construction,,,,"@PART[bluedog_Titan4_PLF_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction7

}"
BDB_FASAlaunchClampApollo,8,Structural,construction,,,,"@PART[BDB_FASAlaunchClampApollo]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_AARDV_NoseAdapter,8,Structural,construction,ElectricCharge:100,,,"@PART[bluedog_Apollo_AARDV_NoseAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_Block1_Nose,8,Aero,construction,MonoPropellant:20,,,"@PART[bluedog_Apollo_Block1_Nose]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_Block2_ActiveDockingMechanism,8,Coupling,construction,,,,"@PART[bluedog_Apollo_Block2_ActiveDockingMechanism]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_Block2_Decoupler,8,Coupling,construction,SolidFuel:0_3,,,"@PART[bluedog_Apollo_Block2_Decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_Block2_ParachuteMount,8,Structural,construction,,,,"@PART[bluedog_Apollo_Block2_ParachuteMount]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_Block2_PassiveDockingMechanism,8,Coupling,construction,,,,"@PART[bluedog_Apollo_Block2_PassiveDockingMechanism]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_Flat25mStructuralAdapter,8,Structural,construction,,,,"@PART[bluedog_Apollo_Flat25mStructuralAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Apollo_Subsatellite_Decoupler,8,Coupling,construction,,,,"@PART[bluedog_Apollo_Subsatellite_Decoupler]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_AtlasV_400Fairing_SAF,8,Payload,construction,,,,"@PART[bluedog_AtlasV_400Fairing_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_AtlasV_500Fairing_SAF,8,Payload,construction,ElectricCharge:100,MonoPropellant:150,,"@PART[bluedog_AtlasV_500Fairing_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_AtlasV_FairingBase4xx,8,Payload,construction,,,,"@PART[bluedog_AtlasV_FairingBase4xx]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_AtlasV_FairingBase5xx,8,Payload,construction,,,,"@PART[bluedog_AtlasV_FairingBase5xx]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_AtlasV_Interstage4xx,8,Coupling,construction,,,,"@PART[bluedog_AtlasV_Interstage4xx]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Delta4_dpaf_base,8,Structural,construction,,,,"@PART[bluedog_Delta4_dpaf_base]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_Delta4_dpaf_top,8,Coupling,construction,,,,"@PART[bluedog_Delta4_dpaf_top]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_DeltaIV_3p125interstage,8,Coupling,construction,,,,"@PART[bluedog_DeltaIV_3p125interstage]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_DeltaIV_DCSS_3p125_payloadAdapter,8,Structural,construction,,,,"@PART[bluedog_DeltaIV_DCSS_3p125_payloadAdapter]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_DeltaIV_DCSS_fairingBase,8,Payload,construction,ElectricCharge:0,,,"@PART[bluedog_DeltaIV_DCSS_fairingBase]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
bluedog_DeltaIV_DCSS_fairingBase_SAF,8,Payload,construction,,,,"@PART[bluedog_DeltaIV_DCSS_fairingBase_SAF]:AFTER[Bluedog_DB] //
{
	@TechRequired = construction8

}"
